W_1,L_1,Pts_1,Opp_1,MOV_1,SOS_1,SRS_1,NRtg_1,W_2,L_2,Pts_2,Opp_2,MOV_2,SOS_2,SRS_2,NRtg_2,Score_dif
31,1,75.8,52.6,23.19,0.39,23.58,39.08,34,3,78.6,61.1,17.51,13.66,31.17,47.21,-15
23,11,69.6,59.0,10.62,14.27,24.88,38.69,34,3,78.6,61.1,17.51,13.66,31.17,47.21,-10
30,6,71.3,56.3,15.0,13.12,28.12,42.98,34,3,78.6,61.1,17.51,13.66,31.17,47.21,-10
22,11,70.6,59.3,11.36,-2.47,4.82,10.08,30,6,71.3,56.3,15.0,13.12,28.12,42.98,-11
20,12,66.0,59.8,6.22,10.15,16.37,28.25,30,6,71.3,56.3,15.0,13.12,28.12,42.98,-10
26,8,71.7,58.1,13.62,3.4,12.96,19.34,30,6,71.3,56.3,15.0,13.12,28.12,42.98,-4
17,15,61.3,54.1,7.19,-12.82,-14.96,-10.51,32,5,75.5,55.9,19.62,9.11,27.35,40.81,-42
31,3,71.9,52.1,19.85,-0.5,16.86,30.19,32,5,75.5,55.9,19.62,9.11,27.35,40.81,-18
29,6,67.7,55.9,11.86,10.97,22.83,36.39,32,5,75.5,55.9,19.62,9.11,27.35,40.81,-1
27,8,71.3,59.7,11.66,10.27,21.93,35.29,27,7,73.1,58.4,14.68,11.03,25.71,39.98,-8
24,9,68.9,55.2,13.67,-3.96,9.71,19.65,23,11,69.6,59.0,10.62,14.27,24.88,38.69,-2
27,7,73.1,57.5,15.59,5.65,21.23,33.22,23,11,69.6,59.0,10.62,14.27,24.88,38.69,-8
24,9,72.2,62.2,9.97,0.15,10.12,19.52,27,5,72.8,56.1,16.75,9.67,23.99,36.21,-12
28,5,69.2,54.8,14.36,3.72,16.88,28.57,31,1,75.8,52.6,23.19,0.39,23.58,39.08,-10
27,5,69.8,56.5,13.28,-1.88,11.4,20.48,29,6,67.7,55.9,11.86,10.97,22.83,36.39,-19
26,7,67.2,57.8,9.36,-7.85,1.52,10.65,26,9,75.3,65.3,10.06,12.02,22.08,35.2,-6
24,11,81.0,71.8,9.26,12.75,22.01,33.97,26,9,75.3,65.3,10.06,12.02,22.08,35.2,-2
29,4,75.9,60.1,15.79,0.95,16.74,28.0,24,11,81.0,71.8,9.26,12.75,22.01,33.97,-10
17,14,63.3,60.5,2.77,10.48,13.25,22.51,27,8,71.3,59.7,11.66,10.27,21.93,35.29,-9
23,10,67.2,59.0,8.21,-0.2,8.01,14.3,26,10,69.3,60.5,8.75,13.13,21.88,34.67,-13
21,12,74.7,68.5,6.21,13.43,19.65,31.65,26,10,69.3,60.5,8.75,13.13,21.88,34.67,-10
23,10,76.2,71.9,4.24,10.21,14.45,23.71,27,8,86.0,70.2,15.8,5.45,21.25,32.22,-7
22,11,64.0,56.6,7.36,7.26,13.38,22.39,27,7,73.1,57.5,15.59,5.65,21.23,33.22,-10
24,9,63.5,57.8,5.7,-0.69,5.0,13.58,26,8,79.5,72.6,6.88,14.1,20.98,33.14,-8
20,13,67.5,60.9,6.55,10.39,16.94,28.65,26,8,79.5,72.6,6.88,14.1,20.98,33.14,-18
28,6,75.6,65.0,10.59,3.25,13.84,23.63,23,10,68.7,61.2,7.52,13.35,20.86,33.35,-13
30,5,75.6,61.9,13.77,0.69,14.46,25.86,24,11,67.7,58.5,9.23,12.72,20.52,32.58,-2
24,10,69.8,62.6,7.18,11.97,19.15,29.78,24,11,67.7,58.5,9.23,12.72,20.52,32.58,-3
18,13,66.9,68.2,-1.32,-4.19,-5.51,-0.67,24,10,75.6,69.0,6.65,13.65,20.3,31.47,-45
31,4,78.5,64.5,14.0,-2.46,11.54,20.58,21,12,74.7,68.5,6.21,13.43,19.65,31.65,-27
29,5,64.4,51.8,12.68,-2.03,10.65,22.27,24,10,69.8,62.6,7.18,11.97,19.15,29.78,-12
18,13,69.4,63.6,5.74,9.29,15.03,26.09,28,7,76.5,65.6,10.91,7.57,18.49,30.71,-12
24,10,75.6,69.0,6.65,13.65,20.3,31.47,28,7,76.5,65.6,10.91,7.57,18.49,30.71,-5
27,7,73.1,58.4,14.68,11.03,25.71,39.98,28,7,76.5,65.6,10.91,7.57,18.49,30.71,-16
21,11,67.1,60.9,6.22,12.51,18.73,30.06,22,10,69.5,61.8,7.69,10.7,18.38,30.67,-3
23,10,75.0,66.2,8.79,9.42,18.2,27.99,20,13,67.5,60.9,6.55,10.39,16.94,28.65,-6
20,12,64.3,56.6,7.78,9.86,16.93,29.74,31,3,71.9,52.1,19.85,-0.5,16.86,30.19,-8
29,4,62.6,50.5,12.18,-0.66,11.44,24.76,20,12,66.0,59.8,6.22,10.15,16.37,28.25,-11
23,9,71.8,62.7,9.06,11.2,20.26,31.9,18,14,59.7,54.5,5.19,12.1,15.85,25.38,-2
29,4,73.1,57.3,15.79,3.17,16.7,26.66,26,8,71.7,58.1,13.62,3.4,12.96,19.34,-13
27,5,72.8,56.1,16.75,9.67,23.99,36.21,26,8,71.7,58.1,13.62,3.4,12.96,19.34,-12
20,13,63.8,58.1,5.76,-7.94,-5.87,-1.85,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-52
28,6,71.8,60.6,11.21,3.82,12.97,22.25,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-46
28,8,69.2,55.2,13.97,8.98,22.26,34.32,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-60
31,5,71.1,56.4,14.69,12.48,27.18,42.83,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-21
32,5,66.9,51.9,14.95,14.88,29.83,45.87,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-29
30,8,72.5,60.1,12.37,12.7,25.07,39.41,38,0,88.1,48.3,39.71,12.64,52.36,77.93,-31
24,10,74.7,61.6,13.09,-1.7,7.64,14.14,36,2,77.7,52.3,25.32,11.11,36.11,51.2,-30
20,13,62.1,58.6,3.42,10.71,12.25,21.33,36,2,77.7,52.3,25.32,11.11,36.11,51.2,-32
25,8,73.5,57.5,15.97,11.08,27.05,43.33,36,2,77.7,52.3,25.32,11.11,36.11,51.2,-20
23,12,62.5,57.1,5.34,-2.53,2.81,9.05,31,4,83.2,60.3,22.86,10.87,33.73,50.55,-16
19,12,62.9,53.0,9.97,-10.18,-7.38,-3.16,33,2,80.0,61.3,18.77,14.22,32.99,50.08,-34
21,12,71.5,68.0,3.58,12.66,16.24,27.25,33,2,80.0,61.3,18.77,14.22,32.99,50.08,-17
22,11,65.0,50.0,14.97,-4.99,3.53,11.28,33,2,73.6,55.7,17.91,13.48,31.39,49.15,-36
19,13,64.4,61.4,3.03,11.8,14.83,25.66,33,2,73.6,55.7,17.91,13.48,31.39,49.15,-26
20,13,80.2,72.0,8.18,-4.27,-2.69,3.07,32,5,66.9,51.9,14.95,14.88,29.83,45.87,-42
24,8,62.8,55.9,6.91,3.77,10.68,20.39,32,5,66.9,51.9,14.95,14.88,29.83,45.87,-29
27,9,80.9,65.5,15.44,10.57,26.01,39.87,32,5,66.9,51.9,14.95,14.88,29.83,45.87,-12
36,2,77.7,52.3,25.32,11.11,36.11,51.2,32,5,66.9,51.9,14.95,14.88,29.83,45.87,-3
21,12,71.6,59.1,12.55,3.45,5.3,6.84,27,8,68.8,56.0,12.83,14.71,27.54,42.21,-27
27,7,70.1,59.9,10.24,3.43,13.67,24.48,27,8,68.8,56.0,12.83,14.71,27.54,42.21,-1
33,2,80.0,61.3,18.77,14.22,32.99,50.08,27,8,68.8,56.0,12.83,14.71,27.54,42.21,-6
19,12,62.9,56.3,6.61,-18.22,-15.82,-9.67,31,5,71.1,56.4,14.69,12.48,27.18,42.83,-44
22,10,68.0,58.4,9.56,8.44,18.0,30.18,31,5,71.1,56.4,14.69,12.48,27.18,42.83,-18
26,9,73.8,64.0,9.83,15.59,25.42,38.75,31,5,71.1,56.4,14.69,12.48,27.18,42.83,-8
20,14,61.2,60.7,0.47,0.26,0.73,6.76,26,8,86.0,74.6,11.47,15.66,27.13,40.98,-19
25,10,70.6,58.7,11.89,10.02,21.9,35.57,26,8,86.0,74.6,11.47,15.66,27.13,40.98,-7
24,9,69.6,61.5,8.03,1.82,9.85,20.31,25,8,73.5,57.5,15.97,11.08,27.05,43.33,-17
22,10,70.4,61.5,8.91,13.14,22.05,35.91,25,8,73.5,57.5,15.97,11.08,27.05,43.33,-18
26,7,68.2,55.8,12.42,-11.07,-4.26,1.99,25,8,74.7,60.6,14.09,12.22,26.31,40.8,-54
22,11,69.6,61.9,7.67,13.19,20.85,33.54,25,8,74.7,60.6,14.09,12.22,26.31,40.8,-21
27,6,69.4,55.4,14.03,0.46,14.49,26.56,27,9,80.9,65.5,15.44,10.57,26.01,39.87,-30
26,8,72.2,59.4,12.74,10.86,23.59,38.72,27,9,80.9,65.5,15.44,10.57,26.01,39.87,-1
21,11,64.6,59.3,5.25,-0.06,5.19,11.19,26,9,73.8,64.0,9.83,15.59,25.42,38.75,-16
24,10,72.7,62.0,10.68,12.47,23.14,36.4,26,9,73.8,64.0,9.83,15.59,25.42,38.75,-5
29,3,70.3,49.3,20.97,-6.77,12.1,22.92,30,8,72.5,60.1,12.37,12.7,25.07,39.41,-17
28,5,70.4,53.2,17.12,-3.37,13.72,24.98,30,8,72.5,60.1,12.37,12.7,25.07,39.41,-17
33,2,73.6,55.7,17.91,13.48,31.39,49.15,30,8,72.5,60.1,12.37,12.7,25.07,39.41,-8
22,14,65.6,59.0,6.58,15.37,21.96,35.44,30,8,72.5,60.1,12.37,12.7,25.07,39.41,-22
26,11,71.4,63.2,8.19,14.63,22.82,33.53,30,8,72.5,60.1,12.37,12.7,25.07,39.41,-21
24,9,74.7,60.8,13.82,-4.93,4.55,12.93,25,9,75.9,64.4,11.47,13.31,24.78,38.27,-14
28,4,65.1,43.1,21.97,-12.47,-3.92,2.38,26,8,72.2,59.4,12.74,10.86,23.59,38.72,-27
26,5,68.6,56.6,12.03,-4.56,3.33,9.49,26,7,63.9,54.9,9.03,14.11,23.14,37.16,-22
31,2,68.0,48.5,19.42,-3.02,12.05,19.67,24,10,72.7,62.0,10.68,12.47,23.14,36.4,-3
24,5,62.5,50.6,11.9,0.14,9.85,19.64,26,11,71.4,63.2,8.19,14.63,22.82,33.53,-12
31,4,83.2,60.3,22.86,10.87,33.73,50.55,26,11,71.4,63.2,8.19,14.63,22.82,33.53,-9
25,8,74.7,60.6,14.09,12.22,26.31,40.8,26,11,71.4,63.2,8.19,14.63,22.82,33.53,-13
27,8,68.8,56.0,12.83,14.71,27.54,42.21,26,11,71.4,63.2,8.19,14.63,22.82,33.53,-9
24,8,57.7,51.2,6.5,-0.2,4.95,14.3,28,8,69.2,55.2,13.97,8.98,22.26,34.32,-10
25,9,75.9,64.4,11.47,13.31,24.78,38.27,28,8,69.2,55.2,13.97,8.98,22.26,34.32,-2
24,10,70.3,61.0,9.26,2.39,9.27,17.38,22,10,70.4,61.5,8.91,13.14,22.05,35.91,-9
28,5,66.2,52.2,14.0,2.47,16.47,29.78,22,14,65.6,59.0,6.58,15.37,21.96,35.44,-6
26,7,63.9,54.9,9.03,14.11,23.14,37.16,22,14,65.6,59.0,6.58,15.37,21.96,35.44,-11
26,8,86.0,74.6,11.47,15.66,27.13,40.98,22,14,65.6,59.0,6.58,15.37,21.96,35.44,-16
23,6,75.6,58.3,17.31,0.07,17.38,29.7,25,10,70.6,58.7,11.89,10.02,21.9,35.57,-9
20,12,67.3,61.5,5.81,12.59,18.4,30.17,22,11,69.6,61.9,7.67,13.19,20.85,33.54,-16
21,10,63.9,54.1,9.81,9.62,19.43,32.83,21,12,71.5,68.0,3.58,12.66,16.24,27.25,-4
26,7,71.2,62.0,9.21,3.69,12.9,22.59,19,13,64.4,61.4,3.03,11.8,14.83,25.66,-5
22,9,77.4,67.9,9.42,10.42,18.78,27.29,28,5,70.4,53.2,17.12,-3.37,13.72,24.98,-2
24,9,70.7,60.7,10.03,9.7,19.74,32.96,27,7,70.1,59.9,10.24,3.43,13.67,24.48,-3
23,9,73.3,66.8,6.47,7.67,14.14,24.65,28,6,71.8,60.6,11.21,3.82,12.97,22.25,-21
23,10,66.7,60.4,6.27,7.94,14.88,25.6,20,13,62.1,58.6,3.42,10.71,12.25,21.33,-11
21,10,65.1,56.5,8.55,10.21,17.21,28.44,24,8,62.8,55.9,6.91,3.77,10.68,20.39,-11
21,12,66.2,62.1,4.15,-3.67,-2.05,2.9,36,1,87.1,54.9,32.22,14.6,46.81,69.67,-61
22,11,78.6,67.4,11.24,11.68,22.99,35.9,36,1,87.1,54.9,32.22,14.6,46.81,69.67,-30
25,9,74.1,63.8,10.35,17.29,27.64,42.21,36,1,87.1,54.9,32.22,14.6,46.81,69.67,-15
23,14,70.9,65.8,5.11,16.89,21.99,33.89,36,1,87.1,54.9,32.22,14.6,46.81,69.67,-38
23,10,60.7,57.1,3.61,-13.98,-12.26,-7.5,33,4,89.5,56.3,33.22,12.94,46.16,65.8,-89
20,14,68.7,65.1,3.65,14.32,17.97,28.42,33,4,89.5,56.3,33.22,12.94,46.16,65.8,-40
29,8,74.6,61.0,13.59,13.72,27.32,42.97,33,4,89.5,56.3,33.22,12.94,46.16,65.8,-34
19,15,63.9,59.9,4.03,-10.83,-10.1,-5.79,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-50
20,13,63.8,57.8,6.06,16.34,22.4,35.48,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-3
29,7,68.4,58.6,9.72,-1.37,8.35,16.22,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-42
28,7,79.0,58.3,20.71,12.63,33.34,50.62,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-7
32,6,71.7,56.5,15.24,16.38,31.61,48.09,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-9
34,5,75.9,57.6,18.31,15.69,34.0,51.79,33,4,76.3,56.1,20.27,16.6,36.06,54.68,-12
25,7,72.3,62.0,10.22,-1.09,4.81,9.34,29,6,85.0,63.0,22.03,13.32,34.32,48.48,-28
23,10,74.0,69.6,4.39,15.52,19.92,31.77,29,6,85.0,63.0,22.03,13.32,34.32,48.48,-26
22,11,82.5,69.3,13.18,-4.26,2.41,8.25,34,5,75.9,57.6,18.31,15.69,34.0,51.79,-41
27,8,80.7,67.7,12.94,8.73,21.67,34.27,34,5,75.9,57.6,18.31,15.69,34.0,51.79,-21
29,6,85.0,63.0,22.03,13.32,34.32,48.48,34,5,75.9,57.6,18.31,15.69,34.0,51.79,-11
33,4,89.5,56.3,33.22,12.94,46.16,65.8,34,5,75.9,57.6,18.31,15.69,34.0,51.79,-9
36,1,87.1,54.9,32.22,14.6,46.81,69.67,34,5,75.9,57.6,18.31,15.69,34.0,51.79,-2
22,11,62.8,55.4,7.42,-12.53,-8.65,-3.03,33,4,80.1,62.3,17.81,15.82,33.63,51.26,-30
23,13,67.4,59.8,7.56,9.47,17.03,28.69,33,4,80.1,62.3,17.81,15.82,33.63,51.26,-6
28,7,85.7,71.5,14.17,10.14,24.31,36.45,33,4,80.1,62.3,17.81,15.82,33.63,51.26,-23
26,7,80.0,64.7,15.27,-1.07,7.74,13.85,28,7,79.0,58.3,20.71,12.63,33.34,50.62,-21
22,11,66.3,62.6,3.76,12.65,16.4,28.29,28,7,79.0,58.3,20.71,12.63,33.34,50.62,-22
31,5,65.6,54.4,11.25,14.58,25.83,40.41,28,7,79.0,58.3,20.71,12.63,33.34,50.62,-13
27,6,67.4,59.0,8.36,-4.34,4.02,11.49,32,3,89.3,64.5,24.83,8.25,33.08,48.43,-42
24,11,74.0,62.5,11.43,11.21,22.64,35.75,32,3,89.3,64.5,24.83,8.25,33.08,48.43,-27
24,7,69.4,56.7,12.68,-3.28,4.1,9.6,32,6,71.7,56.5,15.24,16.38,31.61,48.09,-8
23,11,67.5,62.4,5.03,16.88,21.91,35.38,32,6,71.7,56.5,15.24,16.38,31.61,48.09,-21
25,9,74.0,62.1,11.88,17.35,29.23,44.87,32,6,71.7,56.5,15.24,16.38,31.61,48.09,-11
33,4,80.1,62.3,17.81,15.82,33.63,51.26,32,6,71.7,56.5,15.24,16.38,31.61,48.09,-1
20,13,60.5,57.2,3.24,-6.14,-5.96,-0.93,28,6,73.7,55.4,18.26,11.56,29.83,45.86,-63
26,5,68.5,45.0,23.45,-9.35,1.51,7.41,25,9,74.0,62.1,11.88,17.35,29.23,44.87,-28
23,9,71.2,59.2,12.0,9.13,21.13,35.51,25,9,74.0,62.1,11.88,17.35,29.23,44.87,-4
25,8,68.7,59.8,8.82,3.17,7.39,13.11,25,9,74.1,63.8,10.35,17.29,27.64,42.21,-27
22,12,68.7,63.1,5.62,13.17,18.79,31.7,25,9,74.1,63.8,10.35,17.29,27.64,42.21,-32
21,11,63.3,58.5,4.84,0.86,5.7,15.37,29,8,74.6,61.0,13.59,13.72,27.32,42.97,-20
20,12,73.3,65.9,7.44,15.21,22.65,36.38,29,8,74.6,61.0,13.59,13.72,27.32,42.97,-11
23,11,66.1,61.6,4.53,1.22,3.58,8.75,31,5,65.6,54.4,11.25,14.58,25.83,40.41,-1
24,8,65.8,57.8,8.03,7.13,15.16,26.91,31,5,65.6,54.4,11.25,14.58,25.83,40.41,-12
27,7,75.1,61.9,13.15,0.7,13.84,26.73,28,7,85.7,71.5,14.17,10.14,24.31,36.45,-7
22,11,70.9,63.5,7.36,15.55,22.92,37.58,28,7,85.7,71.5,14.17,10.14,24.31,36.45,-14
18,13,73.8,67.2,6.65,13.43,18.43,29.08,22,11,78.6,67.4,11.24,11.68,22.99,35.9,-20
27,6,77.6,63.7,13.91,-5.12,6.5,14.99,22,11,70.9,63.5,7.36,15.55,22.92,37.58,-3
22,10,65.8,59.7,6.09,4.68,10.78,21.54,20,12,73.3,65.9,7.44,15.21,22.65,36.38,-9
27,7,70.6,57.6,12.91,2.39,12.88,22.98,24,11,74.0,62.5,11.43,11.21,22.64,35.75,-13
21,12,73.4,66.9,6.45,10.29,16.74,27.95,20,13,63.8,57.8,6.06,16.34,22.4,35.48,-12
24,8,69.9,60.7,9.25,6.49,15.74,27.89,23,14,70.9,65.8,5.11,16.89,21.99,33.89,-1
28,6,73.7,55.4,18.26,11.56,29.83,45.86,23,14,70.9,65.8,5.11,16.89,21.99,33.89,-9
32,3,89.3,64.5,24.83,8.25,33.08,48.43,23,14,70.9,65.8,5.11,16.89,21.99,33.89,-14
28,5,82.2,63.1,19.09,-0.76,15.24,24.71,23,11,67.5,62.4,5.03,16.88,21.91,35.38,-13
24,9,66.9,56.5,10.36,-0.06,8.37,16.48,27,8,80.7,67.7,12.94,8.73,21.67,34.27,-21
17,15,62.4,59.3,3.16,12.47,14.19,23.66,23,9,71.2,59.2,12.0,9.13,21.13,35.51,-14
26,9,71.9,52.7,19.2,-6.8,7.14,14.51,24,9,72.1,63.2,8.91,11.69,20.6,34.08,-2
26,7,72.0,54.9,17.06,2.91,16.58,25.26,23,10,74.0,69.6,4.39,15.52,19.92,31.77,-13
22,8,61.3,50.6,10.63,-0.61,7.33,16.75,22,12,68.7,63.1,5.62,13.17,18.79,31.7,-2
20,12,63.4,59.0,4.47,13.31,17.78,29.91,20,14,68.7,65.1,3.65,14.32,17.97,28.42,-3
27,6,69.4,51.7,17.73,-0.54,17.19,31.42,23,13,67.4,59.8,7.56,9.47,17.03,28.69,-12
24,9,70.7,61.8,8.97,6.96,15.93,27.37,22,11,66.3,62.6,3.76,12.65,16.4,28.29,-2
25,9,70.5,60.6,9.91,1.98,9.19,16.47,24,8,65.8,57.8,8.03,7.13,15.16,26.91,-27
25,8,78.8,70.2,8.64,6.59,15.23,25.35,29,7,68.4,58.6,9.72,-1.37,8.35,16.22,-3
24,9,72.1,63.2,8.91,11.69,20.6,34.08,29,7,68.4,58.6,9.72,-1.37,8.35,16.22,-7
24,10,80.0,71.1,8.88,-8.19,-2.16,1.38,36,1,89.4,53.4,36.05,13.62,49.67,69.85,-88
28,6,71.8,58.9,12.88,-0.85,12.04,20.01,36,1,89.4,53.4,36.05,13.62,49.67,69.85,-25
24,9,68.8,56.3,12.48,11.62,24.11,38.04,36,1,89.4,53.4,36.05,13.62,49.67,69.85,-13
29,7,75.2,60.1,15.08,13.35,27.38,40.05,36,1,89.4,53.4,36.05,13.62,49.67,69.85,-29
19,14,66.4,66.2,0.15,-10.45,-11.56,-9.38,33,2,86.1,55.2,30.94,11.97,42.8,56.92,-50
23,10,74.9,62.5,12.42,9.35,21.77,33.63,33,2,86.1,55.2,30.94,11.97,42.8,56.92,-22
19,14,65.2,56.4,8.79,-6.23,-7.13,-2.91,37,2,81.1,56.4,24.74,13.12,37.86,56.32,-45
21,11,78.3,67.6,10.72,13.02,23.73,34.95,37,2,81.1,56.4,24.74,13.12,37.86,56.32,-15
26,9,66.8,57.2,9.54,12.99,22.53,35.19,37,2,81.1,56.4,24.74,13.12,37.86,56.32,-14
27,8,75.5,63.5,11.94,17.16,29.1,43.04,37,2,81.1,56.4,24.74,13.12,37.86,56.32,-16
36,3,76.7,57.1,19.69,15.03,34.72,51.68,37,2,81.1,56.4,24.74,13.12,37.86,56.32,-10
19,16,65.2,63.0,2.2,-1.61,-1.35,1.81,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-18
23,9,67.5,61.0,6.5,9.21,15.71,26.37,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-26
26,10,77.7,68.5,9.17,13.71,22.88,35.37,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-6
33,5,82.4,63.6,18.82,14.68,33.52,49.57,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-10
36,1,89.4,53.4,36.05,13.62,49.67,69.85,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-2
37,2,81.1,56.4,24.74,13.12,37.86,56.32,35,3,85.1,67.8,17.34,18.9,36.24,52.35,-3
23,10,68.4,56.6,11.85,0.72,4.53,9.16,36,3,76.7,57.1,19.69,15.03,34.72,51.68,-32
24,10,80.2,70.8,9.44,10.72,20.16,31.29,36,3,76.7,57.1,19.69,15.03,34.72,51.68,-18
24,11,68.7,62.7,6.09,17.57,23.66,36.59,36,3,76.7,57.1,19.69,15.03,34.72,51.68,-27
26,8,72.6,57.8,14.82,12.57,26.33,39.3,36,3,76.7,57.1,19.69,15.03,34.72,51.68,-33
18,15,68.2,66.3,1.85,-3.87,-4.01,-2.35,33,5,82.4,63.6,18.82,14.68,33.52,49.57,-43
24,9,84.9,72.6,12.3,9.21,18.95,27.72,33,5,82.4,63.6,18.82,14.68,33.52,49.57,-28
30,5,82.3,69.5,12.89,5.57,15.98,23.78,33,5,82.4,63.6,18.82,14.68,33.52,49.57,-14
23,10,65.5,53.9,11.58,-0.88,5.35,11.92,28,7,80.7,63.1,17.63,14.84,32.86,43.14,-29
22,13,67.8,57.8,10.03,13.49,23.52,35.81,28,7,80.7,63.1,17.63,14.84,32.86,43.14,-20
26,7,64.2,57.8,6.39,-3.41,2.98,8.25,27,8,75.5,63.5,11.94,17.16,29.1,43.04,-11
19,13,69.7,67.4,2.25,12.36,14.61,23.9,27,8,75.5,63.5,11.94,17.16,29.1,43.04,-22
28,7,80.7,63.1,17.63,14.84,32.86,43.14,27,8,75.5,63.5,11.94,17.16,29.1,43.04,-9
19,14,59.7,58.5,1.21,4.39,5.6,12.44,28,7,85.0,71.1,13.89,13.6,27.49,39.81,-42
23,9,66.5,54.4,12.16,-9.89,-4.52,-0.37,29,7,75.2,60.1,15.08,13.35,27.38,40.05,-11
19,14,62.1,61.2,0.91,14.86,15.77,25.31,29,7,75.2,60.1,15.08,13.35,27.38,40.05,-10
29,6,78.1,65.1,12.97,4.32,17.3,26.41,29,7,75.2,60.1,15.08,13.35,27.38,40.05,-16
24,10,64.7,52.6,12.06,-8.21,0.71,4.67,25,8,77.6,64.3,13.27,13.23,26.5,38.77,-40
24,9,75.3,61.5,13.79,0.48,11.95,20.91,26,8,72.6,57.8,14.82,12.57,26.33,39.3,-24
25,8,77.6,64.3,13.27,13.23,26.5,38.77,26,8,72.6,57.8,14.82,12.57,26.33,39.3,-7
33,2,86.1,55.2,30.94,11.97,42.8,56.92,26,8,72.6,57.8,14.82,12.57,26.33,39.3,-5
24,6,67.6,55.1,12.53,1.82,14.35,25.03,26,8,79.6,64.1,15.5,10.09,25.59,38.2,-20
31,4,77.6,58.6,19.03,-4.18,12.88,20.43,24,9,68.8,56.3,12.48,11.62,24.11,38.04,-14
26,7,67.0,57.6,9.36,9.26,18.63,29.55,24,9,68.8,56.3,12.48,11.62,24.11,38.04,-26
22,9,73.1,66.6,6.52,9.84,16.35,26.36,21,11,78.3,67.6,10.72,13.02,23.73,34.95,-27
27,6,72.3,54.3,17.94,2.23,14.84,18.92,24,11,68.7,62.7,6.09,17.57,23.66,36.59,-14
31,5,78.2,56.4,21.75,-3.98,11.96,19.75,24,11,68.7,62.7,6.09,17.57,23.66,36.59,-20
21,11,68.8,63.6,5.16,9.79,14.95,23.8,22,13,67.8,57.8,10.03,13.49,23.52,35.81,-11
16,15,76.0,72.7,3.32,18.18,21.5,32.17,27,8,82.9,70.8,12.11,10.91,23.02,34.31,-11
26,8,82.4,66.7,15.74,-0.49,12.63,20.88,26,10,77.7,68.5,9.17,13.71,22.88,35.37,-13
27,8,82.9,70.8,12.11,10.91,23.02,34.31,26,10,77.7,68.5,9.17,13.71,22.88,35.37,-1
25,8,71.2,55.8,15.42,-0.11,12.48,20.02,26,9,66.8,57.2,9.54,12.99,22.53,35.19,-27
26,8,79.6,64.1,15.5,10.09,25.59,38.2,26,9,66.8,57.2,9.54,12.99,22.53,35.19,-14
26,7,70.2,63.9,6.33,0.52,6.85,12.98,23,10,74.9,62.5,12.42,9.35,21.77,33.63,-14
23,7,73.3,62.1,11.2,1.32,12.52,21.49,24,10,80.2,70.8,9.44,10.72,20.16,31.29,-19
29,4,65.6,47.4,18.18,2.78,20.96,36.08,24,9,84.9,72.6,12.3,9.21,18.95,27.72,-12
30,3,70.7,54.9,15.79,-5.3,10.49,21.15,26,7,67.0,57.6,9.36,9.26,18.63,29.55,-5
26,8,75.2,63.0,12.24,9.92,22.15,34.37,29,6,78.1,65.1,12.97,4.32,17.3,26.41,-23
26,7,81.0,64.3,16.7,11.3,28.0,41.64,29,6,78.1,65.1,12.97,4.32,17.3,26.41,-21
19,10,66.3,61.7,4.69,10.91,15.6,25.63,30,5,82.3,69.5,12.89,5.57,15.98,23.78,-9
28,7,85.0,71.1,13.89,13.6,27.49,39.81,30,5,82.3,69.5,12.89,5.57,15.98,23.78,-17
21,11,69.0,63.9,5.09,13.34,17.1,23.83,19,14,62.1,61.2,0.91,14.86,15.77,25.31,-6
26,7,78.2,60.3,17.91,2.62,18.72,28.13,23,9,67.5,61.0,6.5,9.21,15.71,26.37,-7
24,8,78.7,68.9,9.81,9.89,19.71,30.57,19,13,69.7,67.4,2.25,12.36,14.61,23.9,-6
21,11,71.1,64.1,6.97,10.9,17.87,28.21,28,6,71.8,58.9,12.88,-0.85,12.04,20.01,-14
24,8,69.8,61.0,8.75,10.17,18.92,30.52,31,5,78.2,56.4,21.75,-3.98,11.96,19.75,-10
23,10,73.2,57.1,16.06,-7.25,-1.29,2.51,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-57
20,13,72.7,68.4,4.3,15.58,18.69,28.87,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-39
23,10,75.3,66.8,8.55,15.18,23.73,38.29,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-25
29,7,78.4,67.3,11.08,14.16,25.25,40.88,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-32
33,5,84.9,62.0,22.89,17.45,37.86,55.2,37,1,81.7,55.7,26.03,15.77,41.79,61.86,-5
